Entry	Gene ontology IDs
Q96QI5	GO:0003674;GO:0008146;GO:0003824;GO:0016782;GO:0016740;
Q8NGG4	GO:0038023;GO:0060089;GO:0003674;GO:0004930;GO:0005488;GO:0004888;GO:0004984;GO:0005549;
A1XBS5	GO:0003674;GO:0005488;GO:0008289;GO:0005543;
P53365	GO:0019899;GO:0003674;GO:0050839;GO:0035639;GO:0097367;GO:0005488;GO:0045296;GO:0008289;GO:0031267;GO:0097159;GO:1901363;GO:0019001;GO:0005543;GO:0035091;GO:0043168;GO:0032561;GO:0005525;GO:0017076;GO:0000166;GO:0032555;GO:1901981;GO:0005515;GO:0051020;GO:0019904;GO:1901265;GO:0042802;GO:0032553;GO:0036094;GO:0043167;
Q8NGC1	GO:0004984;GO:0004888;GO:0038023;GO:0060089;GO:0003674;GO:0004930;
P35908	GO:0003674;GO:0005488;GO:0008092;GO:0005198;GO:0005200;GO:0005515;
P0CAP2	GO:0003674;GO:0016779;GO:0140098;GO:0016772;GO:0003824;GO:0016740;
Q6PDB4	GO:0000978;GO:0003674;GO:0000976;GO:0005488;GO:1990837;GO:0000987;GO:0097159;GO:0003690;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0043169;GO:0000981;GO:0003700;GO:0000977;GO:0046872;GO:0043167;
Q8WV92	GO:0003674;GO:0005488;GO:0008289;GO:0005515;GO:0019904;GO:0005543;GO:0035091;GO:0042802;
P0C7N1	GO:0038023;GO:0060089;GO:0003674;GO:0004930;GO:0005488;GO:0004888;GO:0004984;GO:0005549;
P11168	GO:0003674;GO:0005215;GO:0022857;GO:0008509;GO:0015075;GO:0008514;
Q06520	GO:0003674;GO:0097367;GO:0005488;GO:0097159;GO:1901363;GO:0003824;GO:0043168;GO:0016782;GO:1901681;GO:0017076;GO:0030554;GO:0032559;GO:0008146;GO:0000166;GO:0032555;GO:1901265;GO:0016740;GO:0032553;GO:0036094;GO:0043167;
Q8WXG1	GO:0003674;GO:0005488;GO:0051536;GO:0043169;GO:0046872;GO:0043621;GO:0005515;GO:0043167;GO:0051540;GO:0003824;GO:0016829;
Q9UJX0	GO:0003674;GO:0005488;GO:0048018;GO:0030546;GO:0005102;GO:0005515;GO:0030545;GO:0008083;GO:0098772;
Q02575	GO:0000978;GO:0003674;GO:0000976;GO:0005488;GO:0001216;GO:1990837;GO:0000987;GO:0005515;GO:0097159;GO:0003690;GO:0046983;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0001067;GO:0000981;GO:0140110;GO:0001228;GO:0003700;GO:0000977;
Q9BZG1	GO:0019899;GO:0003674;GO:0016462;GO:0035639;GO:0097367;GO:0005488;GO:0017111;GO:0031267;GO:0016818;GO:0097159;GO:1901363;GO:0019001;GO:0003924;GO:0003824;GO:0043168;GO:0005525;GO:0017076;GO:0016817;GO:0000166;GO:0032555;GO:0032561;GO:0005515;GO:0051020;GO:0016787;GO:1901265;GO:0032553;GO:0036094;GO:0043167;
Q8NFZ0	GO:0003674;GO:0005488;GO:0003697;GO:0003677;GO:1901363;GO:0003676;GO:0043168;GO:0030554;GO:0032555;GO:0003690;GO:1901265;GO:0003678;GO:0032553;GO:0043167;GO:0005524;GO:0035639;GO:0097367;GO:0004386;GO:0097159;GO:0003824;GO:0017076;GO:0032559;GO:0000166;GO:0140097;GO:0008094;GO:0036094;
O60879	GO:0019899;GO:0003779;GO:0003674;GO:0005488;GO:0031267;GO:0008092;GO:0005515;GO:0005102;GO:0051020;
Q9Y210	GO:0019899;GO:0003674;GO:0022803;GO:0005488;GO:0046983;GO:0043178;GO:0042803;GO:0043168;GO:0005515;GO:0030276;GO:0051117;GO:0005216;GO:0015318;GO:0043167;GO:0005261;GO:0005215;GO:0015085;GO:0022857;GO:0008092;GO:0015267;GO:0008324;GO:0003779;GO:0022890;GO:0046873;GO:0005262;GO:0015075;GO:0042802;GO:0036094;
Q9NZT2	GO:0038023;GO:0060089;GO:0003674;GO:0004930;GO:0004888;GO:0001653;GO:0008528;
Q9UKY1	GO:0003674;GO:0005488;GO:0046982;GO:0046983;GO:0097159;GO:0005515;GO:0003677;GO:1901363;GO:0003676;GO:0140110;GO:0043169;GO:0000981;GO:0003700;GO:0046872;GO:0043167;
Q8NF37	GO:0003674;GO:0016747;GO:0005488;GO:0005509;GO:0008374;GO:0016746;GO:0043169;GO:0016407;GO:0046872;GO:0016740;GO:0043167;GO:0003824;
P30511	GO:0003674;GO:0005488;GO:0003823;GO:0033218;GO:0005515;GO:0042277;
Q96MM6	GO:0097159;GO:0003674;GO:0005524;GO:0017076;GO:1901363;GO:0035639;GO:0097367;GO:0030554;GO:0005488;GO:0032559;GO:1901265;GO:0000166;GO:0032555;GO:0043168;GO:0032553;GO:0036094;GO:0043167;
Q8NGE3	GO:0004984;GO:0004888;GO:0038023;GO:0060089;GO:0003674;GO:0004930;
O14944	GO:0003674;GO:0005488;GO:0048018;GO:0070851;GO:0005515;GO:0008083;GO:0098772;GO:0030546;GO:0030545;GO:0005102;
P58170	GO:0038023;GO:0060089;GO:0003674;GO:0004930;GO:0004888;GO:0004984;
Q96R06	GO:0003674;GO:0005488;GO:0008092;GO:0008017;GO:0015631;GO:0005515;
P0C1Z6	GO:0003674;GO:0005488;GO:0097159;GO:0003677;GO:1901363;GO:0003676;
Q9BSU3	GO:0016410;GO:0003674;GO:0016747;GO:0016746;GO:0003824;GO:0016407;GO:0016740;
Q99717	GO:0019899;GO:0003674;GO:0044389;GO:0000976;GO:0005488;GO:0003677;GO:1901363;GO:0003676;GO:0043169;GO:0046872;GO:0046332;GO:1990837;GO:0005515;GO:0003690;GO:0043565;GO:0000981;GO:0003700;GO:0001217;GO:0043167;GO:0031625;GO:0000987;GO:0001227;GO:0097159;GO:0001067;GO:0140110;GO:0000978;GO:0000977;
Q13021	GO:0003674;GO:0005198;
O75800	GO:0003674;GO:0005488;GO:0043169;GO:0060090;GO:0046872;GO:0043167;
Q9Y6K8	GO:0003674;GO:0005524;GO:0035639;GO:0097367;GO:0005488;GO:0016301;GO:0097159;GO:1901363;GO:0016772;GO:0003824;GO:0043168;GO:0017076;GO:0030554;GO:0032559;GO:0000166;GO:0032555;GO:0036094;GO:1901265;GO:0016740;GO:0032553;GO:0043167;
P34903	GO:0038023;GO:0060089;GO:0003674;GO:0022803;GO:0022824;GO:0005215;GO:0015103;GO:0030594;GO:0022857;GO:0015276;GO:0015267;GO:0005253;GO:0098960;GO:0008509;GO:0022835;GO:0005230;GO:0004888;GO:0005216;GO:0022834;GO:0005254;GO:0015075;GO:0022836;GO:0015318;
Q8N159	GO:0031406;GO:0016410;GO:0003674;GO:0043177;GO:0016747;GO:0005488;GO:0036094;GO:0016746;GO:0043169;GO:0003824;GO:0043168;GO:0016407;GO:0016740;GO:0043167;
Q9NT22	GO:0003674;GO:0042802;GO:0005515;GO:0005198;GO:0005488;GO:0005201;
Q7Z340	GO:0000978;GO:0003674;GO:0000976;GO:0005488;GO:1990837;GO:0000987;GO:0097159;GO:0003690;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0043169;GO:0000981;GO:0003700;GO:0000977;GO:0046872;GO:0043167;
P37840	GO:0000976;GO:0005488;GO:0004857;GO:0005509;GO:0004860;GO:0008289;GO:0000287;GO:0003677;GO:1901363;GO:0003676;GO:0043169;GO:0005543;GO:0019210;GO:0046872;GO:0003690;GO:0046914;GO:0098772;GO:0061135;GO:0097159;GO:0030414;GO:0003824;GO:0004866;GO:0019887;GO:0016491;GO:0003674;GO:0051219;GO:0019207;GO:0030234;GO:0008270;GO:0015631;GO:1990837;GO:0005515;GO:0005507;GO:0005506;GO:0043565;GO:0044877;GO:0043167;GO:0004869;GO:0031072;GO:0008092;GO:0061134;GO:0001067;GO:0003779;GO:0000149;GO:0042393;GO:0042802;
O14917	GO:0003674;GO:0005488;GO:0005509;GO:0043169;GO:0046872;GO:0043167;
P20472	GO:0003674;GO:0005488;GO:0043169;GO:0005509;GO:0044877;GO:0042802;GO:0046872;GO:0043167;GO:0005515;
P08263	GO:0031406;GO:0003674;GO:0016853;GO:0005488;GO:0008289;GO:0003824;GO:0033293;GO:0043168;GO:0016209;GO:0016765;GO:0016491;GO:0016740;GO:0043167;
P24394	GO:0003674;GO:0004888;GO:0038023;GO:0060089;GO:0140375;GO:0004896;
Q9NVH0	GO:0003674;GO:0140098;GO:0004518;GO:0005488;GO:0004540;GO:0030145;GO:0046983;GO:0097159;GO:0000287;GO:1901363;GO:0016796;GO:0043169;GO:0003676;GO:0003824;GO:0042803;GO:0004536;GO:0046872;GO:0004527;GO:0005515;GO:0140097;GO:0016787;GO:0046914;GO:0042802;GO:0043167;GO:0016788;
O14926	GO:0003779;GO:0030674;GO:0003674;GO:0051015;GO:0005488;GO:0008092;GO:0005515;GO:0044877;GO:0060090;
P02787	GO:0003674;GO:0005488;GO:0043169;GO:0046872;GO:0005515;GO:0005506;GO:0046914;GO:0043167;GO:0140104;GO:0005102;
P0C7L1	GO:0004857;GO:0030234;GO:0030414;GO:0061135;GO:0003674;GO:0061134;GO:0004867;GO:0004866;GO:0098772;
P07306	GO:0003674;GO:0005488;GO:0038024;GO:0043169;GO:0030246;GO:0043167;GO:0046872;
P11166	GO:0019899;GO:0003674;GO:0005488;GO:0005319;GO:0043621;GO:0005515;GO:0005215;GO:0022857;GO:0008509;GO:0008514;GO:0019900;GO:0015075;GO:0042802;
O75419	GO:0003674;GO:0005488;GO:0003697;GO:0097159;GO:0003677;GO:1901363;GO:0003676;GO:0003682;GO:1990837;GO:0003690;GO:0043565;
Q96BH3	GO:0003674;GO:0097367;GO:0005488;GO:0005539;GO:0008201;GO:1901681;
O15540	GO:0003674;GO:0005488;GO:0008289;
Q6SJ93	GO:0016787;GO:0140096;GO:0003674;GO:0008233;GO:0003824;
Q6NVH7	GO:0003674;GO:0016462;GO:0016887;GO:0005488;GO:0016817;GO:0017111;GO:0003697;GO:0016818;GO:0097159;GO:0016787;GO:0003677;GO:1901363;GO:0003676;GO:0003824;
Q96EK6	GO:0016410;GO:0003674;GO:0016747;GO:0005488;GO:0036094;GO:0048029;GO:0005515;GO:0016746;GO:0030246;GO:0003824;GO:0016407;GO:0016740;GO:0042802;
P11511	GO:0003674;GO:0009055;GO:0005488;GO:0016705;GO:0097159;GO:0046906;GO:1901363;GO:0043169;GO:0003824;GO:0046872;GO:0020037;GO:0036094;GO:0016491;GO:0005506;GO:0046914;GO:0004497;GO:0043167;
Q12974	GO:0004725;GO:0003674;GO:0016787;GO:0004721;GO:0140096;GO:0016791;GO:0003824;GO:0042578;GO:0016788;
Q96GS6	GO:0003674;GO:0140096;GO:0003824;GO:0016787;GO:0016788;
Q6FHJ7	GO:0003674;GO:0005488;GO:0005515;
Q9H9Z2	GO:0003674;GO:0003723;GO:0005488;GO:0043021;GO:1901363;GO:0003676;GO:0043169;GO:0003729;GO:0046872;GO:0008270;GO:0005515;GO:0046914;GO:0044877;GO:0043167;GO:0097159;
O43464	GO:0003674;GO:0005488;GO:0004252;GO:0051082;GO:0005515;GO:0004175;GO:0017171;GO:0008236;GO:0140096;GO:0003824;GO:0016787;GO:0008233;GO:0042802;
O60870	GO:0003674;GO:0003723;GO:0005488;GO:0097159;GO:0003690;GO:0003677;GO:1901363;GO:0003676;GO:0043169;GO:0046872;GO:0043167;
P55291	GO:0003674;GO:0050839;GO:0005488;GO:0005509;GO:0045296;GO:0005515;GO:0043169;GO:0046872;GO:0043167;
P41252	GO:0019899;GO:0140101;GO:0003674;GO:0003723;GO:0005524;GO:0035639;GO:0140098;GO:0097367;GO:0005488;GO:0052689;GO:0097159;GO:1901363;GO:0003676;GO:0003824;GO:0043168;GO:0000049;GO:0017076;GO:0030554;GO:0032559;GO:0000166;GO:0032555;GO:0005515;GO:0051020;GO:0016787;GO:0016874;GO:1901265;GO:0032553;GO:0036094;GO:0043167;GO:0016788;
Q9UHP3	GO:0019899;GO:0003674;GO:0044389;GO:0004197;GO:0005488;GO:0031625;GO:0140096;GO:0008242;GO:0043130;GO:0003824;GO:0005515;GO:0019783;GO:0016787;GO:0008234;GO:0004175;GO:0101005;GO:0008233;GO:0032182;GO:0051117;GO:0004843;
O00429	GO:0019899;GO:0005488;GO:0005096;GO:0008289;GO:0046983;GO:1901363;GO:0042803;GO:0043168;GO:0016817;GO:0032555;GO:0051020;GO:0019904;GO:0098772;GO:0016462;GO:0035639;GO:0008047;GO:0017111;GO:0008017;GO:0097159;GO:0003924;GO:0003824;GO:0005525;GO:0060589;GO:0016787;GO:0003674;GO:0044389;GO:0031267;GO:0030234;GO:0015631;GO:0005515;GO:0030276;GO:1901265;GO:0044877;GO:0032553;GO:0043167;GO:0097367;GO:0031625;GO:0008092;GO:0016818;GO:0019001;GO:0032561;GO:0030695;GO:0017076;GO:0000166;GO:0042802;GO:0036094;
P07550	GO:0019899;GO:0005488;GO:0046983;GO:0042803;GO:0004888;GO:0099106;GO:0008227;GO:0098772;GO:0097159;GO:0042277;GO:0015459;GO:0004930;GO:0003674;GO:0033218;GO:0005515;GO:0044877;GO:0038023;GO:0060089;GO:0001540;GO:0042802;GO:0016247;
Q96DC9	GO:0003674;GO:0005488;GO:0140096;GO:0008242;GO:0043130;GO:0003824;GO:0019783;GO:0005515;GO:0016787;GO:0008234;GO:0101005;GO:0008233;GO:0032182;GO:0004843;
P59826	GO:0003674;GO:0005488;GO:0008289;
Q6ZMK1	GO:0043169;GO:0003674;GO:0008270;GO:0046872;GO:0043167;GO:0046914;GO:0005488;
Q9BW62	GO:0003674;GO:0016462;GO:0016887;GO:0017076;GO:0005524;GO:0015631;GO:0035639;GO:0097367;GO:0030554;GO:0016853;GO:0005488;GO:0032559;GO:0016817;GO:0017111;GO:0000166;GO:0032555;GO:0008092;GO:0016818;GO:0005515;GO:0097159;GO:0016787;GO:0008017;GO:0140096;GO:1901363;GO:1901265;GO:0003824;GO:0043168;GO:0042802;GO:0032553;GO:0036094;GO:0043167;
Q96NA2	GO:0019899;GO:0003674;GO:0005488;GO:0031267;GO:0046983;GO:0005515;GO:0051020;
P32302	GO:0038023;GO:0003674;GO:0060089;GO:0005488;GO:0140375;GO:0001653;GO:0008528;GO:0004888;GO:0019955;GO:0005515;GO:0004930;GO:0004896;
P21583	GO:0003674;GO:0005488;GO:0048018;GO:0005126;GO:0005125;GO:0005515;GO:0008083;GO:0098772;GO:0030546;GO:0030545;GO:0005102;
O95678	GO:0003674;GO:0005198;
Q15596	GO:0003674;GO:0000976;GO:0005488;GO:0000987;GO:0003713;GO:0030374;GO:0097159;GO:0046983;GO:0003677;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0003682;GO:0000978;GO:0008134;GO:0140297;GO:0016922;GO:1990837;GO:0005515;GO:0003712;GO:0003690;GO:0005102;GO:0019904;GO:0043565;GO:0000977;GO:0061629;
P56706	GO:0003674;GO:0005488;GO:0048018;GO:0005125;GO:0001664;GO:0005515;GO:0098772;GO:0030546;GO:0030545;GO:0005102;
Q14566	GO:0003674;GO:0005524;GO:0035639;GO:0097367;GO:0005488;GO:0003697;GO:0004386;GO:0097159;GO:0003677;GO:1901363;GO:0003676;GO:0003824;GO:0043168;GO:0017076;GO:0030554;GO:0032559;GO:0000166;GO:0032555;GO:1990837;GO:0005515;GO:0140097;GO:0003690;GO:0016787;GO:0043565;GO:1901265;GO:0042802;GO:0003678;GO:0032553;GO:0008094;GO:0036094;GO:0043167;
Q92934	GO:0019899;GO:0019901;GO:0005488;GO:0008289;GO:0005543;GO:0098772;GO:0008047;GO:0003674;GO:0019902;GO:0030234;GO:0005515;GO:0061134;GO:0019903;GO:0019900;
Q6DKJ4	GO:0003674;GO:0016209;GO:0016491;GO:0140096;GO:0003824;
Q96AZ6	GO:0003674;GO:0003723;GO:0140098;GO:0004518;GO:0005488;GO:0004540;GO:0097159;GO:1901363;GO:0016796;GO:0003676;GO:0043169;GO:0003824;GO:0004536;GO:0046872;GO:0004527;GO:0140097;GO:0016787;GO:0043167;GO:0016788;
Q9Y691	GO:0015079;GO:0003674;GO:0005261;GO:0022803;GO:0005215;GO:0022857;GO:0015267;GO:0008324;GO:0015459;GO:0022890;GO:0099106;GO:0005216;GO:0046873;GO:0005267;GO:0015075;GO:0022836;GO:0015318;GO:0016247;GO:0098772;
Q5T8D3	GO:0003674;GO:0097367;GO:0005488;GO:0008289;GO:0097159;GO:1901363;GO:1901681;GO:0017076;GO:0033218;GO:0030554;GO:0032559;GO:0000166;GO:0032555;GO:1901265;GO:0032553;GO:0036094;
Q8IZV2	GO:0030546;GO:0005102;GO:0003674;GO:0030545;GO:0005488;GO:0048018;GO:0005125;GO:0005515;GO:0005198;GO:0098772;
Q9Y6N8	GO:0003674;GO:0050839;GO:0005488;GO:0005509;GO:0045296;GO:0005515;GO:0043169;GO:0046872;GO:0043167;
P13686	GO:0003674;GO:0005488;GO:0016787;GO:0005506;GO:0016791;GO:0046914;GO:0043169;GO:0003824;GO:0046872;GO:0042578;GO:0043167;GO:0016788;
Q9UIW2	GO:0038023;GO:0060089;GO:0003674;GO:0004888;
Q8N4Z0	GO:0003674;GO:0016462;GO:0017076;GO:0035639;GO:0097367;GO:0005488;GO:0000166;GO:0032555;GO:0016817;GO:0017111;GO:0019003;GO:0016818;GO:0097159;GO:0016787;GO:1901363;GO:0019001;GO:0003924;GO:1901265;GO:0003824;GO:0043168;GO:0032561;GO:0032553;GO:0005525;GO:0036094;GO:0043167;
Q6ZT62	GO:0030234;GO:0030695;GO:0003674;GO:0060589;GO:0008047;GO:0005488;GO:0005096;GO:0005515;GO:0032182;GO:0043130;GO:0098772;
P18206	GO:0019899;GO:0003674;GO:0044389;GO:0005488;GO:0045296;GO:0005198;GO:0005515;GO:0008013;GO:0050839;GO:0031625;GO:0008092;GO:0003779;
Q6ZMI3	GO:0003674;GO:0050839;GO:0005488;GO:0098631;GO:0005515;
O95825	GO:0097159;GO:0016655;GO:0016491;GO:0003674;GO:1901363;GO:0005488;GO:1901265;GO:0000166;GO:0003824;GO:0036094;GO:0016651;GO:0050661;
P02760	GO:0003674;GO:0005488;GO:0004857;GO:0061135;GO:0004867;GO:0061134;GO:0046983;GO:0097159;GO:0046906;GO:1901363;GO:0030414;GO:0030234;GO:0004866;GO:0020037;GO:0042803;GO:0005515;GO:0099106;GO:0044877;GO:0042802;GO:0016247;GO:0098772;
Q8IWF6	GO:0030234;GO:0030695;GO:0003674;GO:0060589;GO:0008047;GO:0005085;GO:0005096;GO:0098772;
P02686	GO:0019899;GO:0003674;GO:0005516;GO:0005488;GO:0005198;GO:0002020;GO:0005515;
P34981	GO:0038023;GO:0060089;GO:0003674;GO:0004930;GO:0004888;
O15315	GO:0003674;GO:0005524;GO:0035639;GO:0097367;GO:0005488;GO:0003697;GO:0097159;GO:0003677;GO:1901363;GO:0003676;GO:0003824;GO:0043168;GO:0017076;GO:0030554;GO:0032559;GO:0000166;GO:0032555;GO:0140097;GO:0003690;GO:1901265;GO:0032553;GO:0008094;GO:0036094;GO:0043167;
Q8NG75	GO:0004984;GO:0004888;GO:0038023;GO:0060089;GO:0003674;GO:0004930;
Q6MZQ0	GO:0019899;GO:0003674;GO:0044389;GO:0005488;GO:0031625;GO:0005515;
P01112	GO:0005488;GO:1901363;GO:0043168;GO:0016817;GO:0032555;GO:0098772;GO:0016462;GO:0035639;GO:0017111;GO:0097159;GO:0003924;GO:0003824;GO:0005525;GO:0016787;GO:0008022;GO:0003674;GO:0019003;GO:0005515;GO:1901265;GO:0044877;GO:0032553;GO:0043167;GO:0097367;GO:0016818;GO:0019001;GO:0032561;GO:0017076;GO:0000166;GO:0036094;
P21506	GO:0003674;GO:0000976;GO:0005488;GO:1990837;GO:0097159;GO:0001227;GO:0003690;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0043169;GO:0000981;GO:0003700;GO:0001217;GO:0000977;GO:0046872;GO:0043167;
O60806	GO:0000978;GO:0003674;GO:0000976;GO:0005488;GO:0001216;GO:1990837;GO:0000987;GO:0097159;GO:0003690;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0001067;GO:0000981;GO:0140110;GO:0001228;GO:0003700;GO:0000977;
P55809	GO:0003674;GO:0005488;GO:0003824;GO:0016782;GO:0005515;GO:0042802;GO:0016740;
P10155	GO:0003674;GO:0003723;GO:0005488;GO:0097159;GO:1901363;GO:0003676;GO:0043169;GO:0046872;GO:0043167;
Q96N66	GO:0003674;GO:0016747;GO:0008374;GO:0016746;GO:0003824;GO:0016740;
O76031	GO:0030234;GO:0003674;GO:0016462;GO:0016887;GO:0051082;GO:0017076;GO:0005524;GO:0008270;GO:0035639;GO:0097367;GO:0030554;GO:0008047;GO:0005488;GO:0032559;GO:0016817;GO:0017111;GO:0000166;GO:0032555;GO:0036094;GO:0016818;GO:0005515;GO:0097159;GO:0061134;GO:0016787;GO:0046983;GO:1901363;GO:0046914;GO:1901265;GO:0043169;GO:0003824;GO:0043168;GO:0032553;GO:0046872;GO:0043167;GO:0098772;
O95171	GO:0003674;GO:0005488;GO:0043169;GO:0046872;GO:0043167;
Q8NGU2	GO:0004984;GO:0004888;GO:0038023;GO:0060089;GO:0003674;GO:0004930;
Q86Y33	GO:0003674;GO:0008047;GO:0005488;GO:0030234;GO:0044877;GO:0098772;
Q9Y680	GO:0003674;GO:0033218;GO:0016853;GO:0005488;GO:0005509;GO:0097159;GO:0140096;GO:1901363;GO:0043169;GO:0003824;GO:0046872;GO:0043167;
Q14149	GO:0003674;GO:0003723;GO:0140034;GO:0008270;GO:0005488;GO:0035064;GO:0005515;GO:0097159;GO:1901363;GO:0140030;GO:0042393;GO:0046914;GO:0003676;GO:0043169;GO:0046872;GO:0043167;
Q9H2J4	GO:0003674;GO:0005488;GO:0005126;GO:0070851;GO:0005515;GO:0005102;
Q02108	GO:0060089;GO:0038023;GO:0003674;GO:0035639;GO:0097367;GO:0005488;GO:0097159;GO:0046906;GO:1901363;GO:0019001;GO:0003824;GO:0043168;GO:0032561;GO:0005525;GO:0017076;GO:0020037;GO:0016829;GO:0000166;GO:0032555;GO:0036094;GO:1901265;GO:0032553;GO:0043167;
O43278	GO:0003674;GO:0004857;GO:0061135;GO:0004867;GO:0061134;GO:0030414;GO:0030234;GO:0004866;GO:0098772;
P39687	GO:0003674;GO:0003723;GO:0005488;GO:0097159;GO:0005515;GO:1901363;GO:0042393;GO:0003676;
Q969G6	GO:0003674;GO:0005524;GO:0035639;GO:0097367;GO:0005488;GO:0016301;GO:0097159;GO:1901363;GO:0016772;GO:0043169;GO:0003824;GO:0043168;GO:0046872;GO:0017076;GO:0030554;GO:0032559;GO:0000166;GO:0032555;GO:0016773;GO:0036094;GO:1901265;GO:0016740;GO:0032553;GO:0043167;
Q9HCM2	GO:0038023;GO:0060089;GO:0003674;GO:0004888;
O15439	GO:0003674;GO:0022804;GO:0005488;GO:0042626;GO:0015399;GO:0005319;GO:1901363;GO:0043168;GO:0030554;GO:0032555;GO:0016614;GO:0016616;GO:1901265;GO:0032553;GO:0043167;GO:0005524;GO:0035639;GO:0097367;GO:0005215;GO:0022857;GO:0097159;GO:0008509;GO:0046943;GO:0003824;GO:0008514;GO:0017076;GO:0032559;GO:0000166;GO:0008028;GO:0016491;GO:0005342;GO:0015075;GO:0036094;
Q96MM3	GO:0000978;GO:0003674;GO:0000976;GO:0005488;GO:1990837;GO:0000987;GO:0097159;GO:0003690;GO:0003677;GO:0043565;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0043169;GO:0000981;GO:0003700;GO:0000977;GO:0046872;GO:0043167;
P14316	GO:0003674;GO:0000976;GO:0005488;GO:0000987;GO:0097159;GO:0003677;GO:1901363;GO:0003676;GO:0001067;GO:0140110;GO:0000978;GO:0001216;GO:1990837;GO:0003690;GO:0043565;GO:0000981;GO:0001228;GO:0003700;GO:0000977;
O43323	GO:0003674;GO:0008270;GO:0005488;GO:0005509;GO:0005515;GO:0005102;GO:0016787;GO:0140096;GO:0008233;GO:0046914;GO:0043169;GO:0003824;GO:0046872;GO:0043167;
Q6GMV3	GO:0140101;GO:0016787;GO:0003824;GO:0003674;GO:0052689;GO:0140098;GO:0016788;
P21439	GO:0003674;GO:0022804;GO:0005524;GO:0035639;GO:0097367;GO:0005488;GO:0005215;GO:0022857;GO:0015399;GO:0042626;GO:0005319;GO:0097159;GO:1901363;GO:0043168;GO:0017076;GO:0030554;GO:0032559;GO:0000166;GO:0032555;GO:1901265;GO:0032553;GO:0036094;GO:0043167;
Q9UH17	GO:0003674;GO:0003723;GO:0005488;GO:0016810;GO:0097159;GO:1901363;GO:0003676;GO:0043169;GO:0003824;GO:0046872;GO:0008270;GO:0016787;GO:0046914;GO:0043167;
P42127	GO:0003674;GO:0005488;GO:0048018;GO:0030546;GO:0030545;GO:0001664;GO:0005515;GO:0005102;GO:0005179;GO:0098772;
Q2T9J0	GO:0019899;GO:0003674;GO:0002020;GO:0005488;GO:0008236;GO:0004252;GO:0005515;GO:0016787;GO:0004175;GO:0140096;GO:0017171;GO:0008233;GO:0003824;GO:0042802;
Q70Z35	GO:0030234;GO:0030695;GO:0003674;GO:0060589;GO:0008047;GO:0005096;GO:0005085;GO:0098772;
Q7Z4V5	GO:0003674;GO:0005488;GO:0003712;GO:0097159;GO:0003690;GO:0003677;GO:1901363;GO:0003676;GO:0140110;
Q04828	GO:0031406;GO:0016655;GO:0003674;GO:0005488;GO:0016705;GO:0003824;GO:0043168;GO:0033293;GO:0016627;GO:0016491;GO:0016614;GO:0016616;GO:0004497;GO:0043167;GO:0016651;
Q2M3T9	GO:0003674;GO:0016798;GO:0016787;GO:0003824;GO:0004553;
O00421	GO:0038023;GO:0060089;GO:0003674;GO:0005488;GO:0004888;GO:0005126;GO:0019955;GO:0005515;GO:0005102;GO:0140375;GO:0004930;GO:0004896;GO:0001653;GO:0008528;GO:0042379;GO:0001664;
Q9Y5W9	GO:0003674;GO:0005488;GO:0005543;GO:0035091;GO:0008289;GO:1901981;
Q9NY56	GO:0003674;GO:0005549;GO:0036094;GO:0005488;
O43699	GO:0031406;GO:0003674;GO:0097367;GO:0005488;GO:0030246;GO:0043168;GO:0043167;
P10092	GO:0003674;GO:0048018;GO:0005488;GO:0005515;GO:0030546;GO:0005102;GO:0030545;GO:0005179;GO:0001664;GO:0098772;
O43240	GO:0016787;GO:0004175;GO:0017171;GO:0140096;GO:0003674;GO:0008233;GO:0008236;GO:0003824;GO:0004252;
Q8NB16	GO:0019899;GO:0003674;GO:0005524;GO:0019901;GO:0035639;GO:0097367;GO:0005488;GO:0016301;GO:0097159;GO:0140096;GO:1901363;GO:0016772;GO:0003824;GO:0043168;GO:0017076;GO:0030554;GO:0032559;GO:0019900;GO:0000166;GO:0032555;GO:0016773;GO:0005515;GO:0004674;GO:1901265;GO:0044877;GO:0004672;GO:0042802;GO:0016740;GO:0032553;GO:0036094;GO:0043167;
Q8IZX4	GO:0016410;GO:0003674;GO:0016747;GO:0005488;GO:0016301;GO:0097159;GO:0140096;GO:0003677;GO:0016746;GO:1901363;GO:0016772;GO:0003676;GO:0003824;GO:0016407;GO:0008134;GO:0016773;GO:0005515;GO:0140030;GO:0042393;GO:0004674;GO:0004672;GO:0016740;
O43164	GO:0019899;GO:0003674;GO:0019901;GO:0005488;GO:0019787;GO:0140096;GO:0043169;GO:0003824;GO:0046872;GO:0019900;GO:0004842;GO:0005515;GO:0016740;GO:0043167;
Q5RL73	GO:0003676;GO:1901363;GO:0097159;GO:0003674;GO:0003723;GO:0005488;
O14842	GO:0038023;GO:0003674;GO:0060089;GO:0005488;GO:0008289;GO:0004888;GO:0004930;
