Entry	Gene ontology IDs
Q9HBA0	GO:0031110;GO:0055065;GO:0007204;GO:0072503;GO:0050801;GO:0055085;GO:0051216;GO:0007043;GO:0033554;GO:0048513;GO:0031344;GO:0010638;GO:0070588;GO:0051128;GO:0051258;GO:0032886;GO:0007010;GO:0008361;GO:0030029;GO:0071840;GO:0098657;GO:0030003;GO:0051495;GO:0065008;GO:0006950;GO:0042592;GO:0033043;GO:0098662;GO:0048856;GO:0051130;GO:0006873;GO:0009628;GO:0050794;GO:0032501;GO:0048878;GO:0031122;GO:0022408;GO:0097435;GO:0071214;GO:0055080;GO:0032502;GO:0050896;GO:0009266;GO:0099587;GO:0006812;GO:0051493;GO:0048523;GO:0009612;GO:0006996;GO:0043933;GO:0010975;GO:0060402;GO:0008150;GO:1902903;GO:0098655;GO:0003008;GO:0034622;GO:0097553;GO:0055074;GO:0006874;GO:0009605;GO:0030036;GO:0043244;GO:0006810;GO:0051716;GO:0022407;GO:0007015;GO:0006811;GO:0035556;GO:0065007;GO:0070887;GO:0051234;GO:0007017;GO:0032535;GO:0030001;GO:0010977;GO:0060401;GO:0120035;GO:0048522;GO:0062197;GO:0034220;GO:0034329;GO:0007162;GO:0098659;GO:0003018;GO:0034605;GO:1902905;GO:0050789;GO:1901879;GO:0050878;GO:0006875;GO:0009987;GO:0007165;GO:0030104;GO:0090066;GO:0055082;GO:0051649;GO:0022607;GO:0072507;GO:0030155;GO:0000226;GO:0016043;GO:0050891;GO:0065003;GO:0031345;GO:0006970;GO:0045216;GO:0003013;GO:0051480;GO:0019725;GO:0098771;GO:0070507;GO:0031532;GO:0098660;GO:0051179;GO:0042221;GO:0048518;GO:0098739;GO:0006816;GO:0034330;GO:0009408;GO:0030865;GO:0048871;GO:0104004;GO:0051129;GO:0048519;
Q9NQE7	GO:0030163;GO:0006807;GO:1901575;GO:1901564;GO:0009057;GO:0044238;GO:0006508;GO:0008150;GO:0009056;GO:0071704;GO:0019538;GO:1901565;GO:0043170;GO:0008152;
Q15672	GO:0051248;GO:2000142;GO:0033554;GO:0010563;GO:2000756;GO:0070167;GO:0045935;GO:0001843;GO:0043009;GO:1903506;GO:0048869;GO:0010628;GO:0051052;GO:0045944;GO:0048856;GO:0051246;GO:0048870;GO:0031328;GO:0009896;GO:0019219;GO:0048704;GO:0050896;GO:0071363;GO:0009968;GO:0001755;GO:0042127;GO:0010648;GO:0045597;GO:0051270;GO:0051049;GO:0019220;GO:0031400;GO:0050994;GO:0032410;GO:0065009;GO:0008150;GO:0007166;GO:1904063;GO:0050679;GO:0032879;GO:0019222;GO:0010629;GO:0048511;GO:0070482;GO:0032680;GO:0051716;GO:0030326;GO:0043271;GO:0009653;GO:1902679;GO:0031056;GO:1901983;GO:1902275;GO:1904018;GO:1901342;GO:0051101;GO:0030500;GO:0010558;GO:0042325;GO:0071453;GO:0048646;GO:1904062;GO:0060255;GO:0048522;GO:0008284;GO:0009792;GO:2001020;GO:0050678;GO:0048562;GO:0051240;GO:0071456;GO:0051090;GO:0007275;GO:0035148;GO:0009891;GO:0050793;GO:0050789;GO:0043069;GO:0009966;GO:0001818;GO:0030154;GO:0008283;GO:0001819;GO:0071310;GO:1902531;GO:0080090;GO:0007517;GO:1903557;GO:0023057;GO:0051239;GO:0035108;GO:0034763;GO:0045893;GO:0051053;GO:0043433;GO:0042221;GO:0048518;GO:0000122;GO:0062013;GO:0019217;GO:0044092;GO:2001141;GO:0010565;GO:1905268;GO:0035107;GO:0010717;GO:0061061;GO:0034766;GO:0051252;GO:1901796;GO:0045934;GO:0034762;GO:1903556;GO:0001764;GO:0051129;GO:0016477;GO:0023051;GO:0045667;GO:0031331;GO:0051254;GO:0031323;GO:0031324;GO:0051174;GO:0048513;GO:0006355;GO:0006928;GO:0045765;GO:0035113;GO:0080134;GO:0009889;GO:0051128;GO:0001817;GO:2000779;GO:2000145;GO:0019221;GO:0001649;GO:0051093;GO:1903555;GO:0060021;GO:0040017;GO:0006950;GO:0048705;GO:0009628;GO:0050794;GO:0048583;GO:0010646;GO:0032501;GO:0032755;GO:0043269;GO:0032502;GO:0010604;GO:0031399;GO:0010605;GO:0032409;GO:0001503;GO:0051171;GO:0048523;GO:0006282;GO:0032269;GO:0045596;GO:1902532;GO:0051253;GO:0009893;GO:0001701;GO:0032675;GO:0043066;GO:1903508;GO:0036293;GO:0042326;GO:0040012;GO:0010941;GO:1903507;GO:2000112;GO:2000113;GO:0043388;GO:0032760;GO:0051099;GO:0031325;GO:0032722;GO:0051098;GO:0045834;GO:0001933;GO:0062012;GO:0010468;GO:0065007;GO:0070887;GO:0001932;GO:0006357;GO:1902680;GO:0031327;GO:0040011;GO:0042981;GO:0048585;GO:0010033;GO:0009894;GO:0034765;GO:0080135;GO:0048729;GO:0031329;GO:0032720;GO:2001021;GO:0009987;GO:0051272;GO:0007165;GO:0032642;GO:2000026;GO:0035065;GO:0045936;GO:0044093;GO:0010556;GO:0060606;GO:0051051;GO:0110149;GO:0031326;GO:0045766;GO:0022898;GO:0019216;GO:0048598;GO:0042476;GO:0051172;GO:0043067;GO:0036294;GO:0009892;GO:0070848;GO:0045595;GO:0009890;GO:0030278;GO:0051173;GO:0051241;GO:0009790;GO:0009887;GO:0032268;GO:0060548;GO:0051094;GO:0010557;GO:0014066;GO:0001667;GO:0045892;GO:0001666;GO:2000147;GO:0022603;GO:0048519;
Q8NG11	GO:0010647;GO:0140352;GO:0009967;GO:0002263;GO:0065007;GO:0051234;GO:0045321;GO:0048522;GO:0034613;GO:0006887;GO:0072657;GO:0002275;GO:0002366;GO:0002274;GO:0006807;GO:0071840;GO:0002283;GO:0050789;GO:0036230;GO:0009987;GO:0009966;GO:0050794;GO:0048583;GO:0010646;GO:0048584;GO:0008104;GO:0070727;GO:0033036;GO:0051649;GO:0043170;GO:0097435;GO:0016043;GO:0046903;GO:0072659;GO:0051604;GO:0043312;GO:0044238;GO:0002376;GO:0032940;GO:0008150;GO:0045055;GO:0051179;GO:0008152;GO:0048518;GO:0002252;GO:1901564;GO:0016192;GO:0023056;GO:0006810;GO:0051641;GO:1990778;GO:0045747;GO:0071704;GO:0051668;GO:0043299;GO:0042119;GO:1990000;GO:0019538;GO:0023051;GO:0008593;GO:0001775;
Q96PN8	GO:0032502;GO:0048609;GO:0003006;GO:0036211;GO:0044237;GO:0035556;GO:0006464;GO:0044238;GO:0065007;GO:0019538;GO:0008150;GO:0006793;GO:0044260;GO:0022414;GO:0044267;GO:0006468;GO:0008152;GO:0048869;GO:0006807;GO:0007275;GO:1901564;GO:0050789;GO:0007283;GO:0048856;GO:0009987;GO:0007165;GO:0006796;GO:0050794;GO:0030154;GO:0032501;GO:0071704;GO:0007276;GO:0048232;GO:0043412;GO:0043170;GO:0016310;
Q5JXB2	GO:0036211;GO:0044237;GO:0006464;GO:0044238;GO:0008150;GO:0044260;GO:0044267;GO:0008152;GO:0070647;GO:0006807;GO:1901564;GO:0009987;GO:0016567;GO:0032446;GO:0071704;GO:0043412;GO:0019538;GO:0043170;GO:0000209;
P50552	GO:0043254;GO:0007015;GO:0048646;GO:0097485;GO:0051262;GO:0032271;GO:0065007;GO:0032535;GO:0006928;GO:0032273;GO:0010638;GO:0048522;GO:0001843;GO:0051128;GO:0030838;GO:0030833;GO:0007010;GO:0030832;GO:0051260;GO:0034329;GO:0030029;GO:0071840;GO:0035148;GO:0051495;GO:0065008;GO:1902905;GO:0008064;GO:0050789;GO:0033043;GO:0051130;GO:0009987;GO:0044089;GO:0050794;GO:0031334;GO:0090066;GO:0022607;GO:0097435;GO:0016043;GO:0008154;GO:0060606;GO:0032956;GO:0032502;GO:0065003;GO:0051493;GO:0007411;GO:0006996;GO:0043933;GO:0032970;GO:0008150;GO:1902903;GO:0110053;GO:0048518;GO:0044087;GO:0030036;GO:0034330;GO:0051259;GO:0051289;
Q9GZS3	GO:0006351;GO:0044265;GO:0044237;GO:0031323;GO:0006464;GO:0046700;GO:0016071;GO:0031060;GO:1903706;GO:0010638;GO:0016055;GO:0051128;GO:0031058;GO:0044267;GO:0006479;GO:0009059;GO:0018205;GO:0006807;GO:0034968;GO:0071840;GO:0051093;GO:0031401;GO:0097659;GO:0033043;GO:0006354;GO:0051246;GO:0051130;GO:0006139;GO:0050794;GO:0019438;GO:0016571;GO:1905269;GO:0043170;GO:1901362;GO:2001252;GO:0010604;GO:0034654;GO:0031399;GO:0010605;GO:0034641;GO:0051171;GO:0048523;GO:0045596;GO:0034645;GO:0006401;GO:0044238;GO:0009893;GO:0016569;GO:0008150;GO:0008152;GO:0007166;GO:0008213;GO:1901361;GO:0019222;GO:0010629;GO:0006725;GO:0032446;GO:0018193;GO:0000956;GO:0090304;GO:0031325;GO:1901576;GO:0019538;GO:0031056;GO:0032270;GO:0044271;GO:0046483;GO:1902275;GO:0044270;GO:0043414;GO:0036211;GO:0010468;GO:0065007;GO:0006368;GO:0009056;GO:0060255;GO:0048522;GO:0032774;GO:0016070;GO:0044249;GO:0070647;GO:0018022;GO:0009057;GO:0045637;GO:0050793;GO:0050789;GO:0009987;GO:0007165;GO:0016567;GO:0019439;GO:2000026;GO:0016570;GO:0043412;GO:0016043;GO:0009058;GO:1901575;GO:0080090;GO:0033044;GO:0051247;GO:0002682;GO:0051239;GO:0032259;GO:0044260;GO:0009892;GO:0045595;GO:0048518;GO:1905114;GO:0051173;GO:0034655;GO:1901564;GO:0006402;GO:0045638;GO:0032268;GO:0044248;GO:0006325;GO:0018130;GO:0071704;GO:1901360;GO:0006366;GO:0048519;
P17027	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0006357;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
A8MXY4	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0006357;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q969W1	GO:0032502;GO:0050896;GO:0036211;GO:0044237;GO:0007507;GO:0033554;GO:0006464;GO:0048513;GO:0044238;GO:0008150;GO:0044260;GO:0044267;GO:0007423;GO:0008152;GO:0006915;GO:0006807;GO:0001654;GO:1901564;GO:0012501;GO:0008219;GO:0006974;GO:0006950;GO:0048856;GO:0009987;GO:0043543;GO:0051716;GO:0071704;GO:0043412;GO:0019538;GO:0043170;GO:0006497;
Q9H0M4	GO:2001022;GO:0045739;GO:0031323;GO:0065007;GO:0060255;GO:0048522;GO:0045935;GO:0080134;GO:2000779;GO:2001020;GO:0048869;GO:0070192;GO:0071840;GO:0080135;GO:0022402;GO:0051052;GO:0050789;GO:0007283;GO:0009987;GO:0050794;GO:0030154;GO:0048583;GO:0048584;GO:0007276;GO:0048232;GO:0019219;GO:0016043;GO:0032502;GO:0010604;GO:1903046;GO:0003006;GO:0080090;GO:0048609;GO:0061982;GO:0051171;GO:0006996;GO:0140013;GO:0006282;GO:0000280;GO:0009893;GO:0008150;GO:0051054;GO:0022414;GO:0048518;GO:0051173;GO:0019222;GO:0051276;GO:0000018;GO:0031325;GO:0048285;
Q8N680	GO:0019219;GO:0010605;GO:0080090;GO:0010558;GO:0031326;GO:0051171;GO:0048523;GO:0031323;GO:0031324;GO:0010468;GO:0065007;GO:0051253;GO:0006355;GO:0006357;GO:0051172;GO:0008150;GO:0060255;GO:0031327;GO:0009889;GO:0009892;GO:1903506;GO:0009890;GO:1903507;GO:2000112;GO:2000113;GO:0000122;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0045892;GO:0045934;GO:1902679;GO:0048519;GO:0010556;
Q5SVQ8	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0006357;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
A8MWA4	GO:0019219;GO:0010605;GO:0080090;GO:0010558;GO:0031326;GO:0051171;GO:0048523;GO:0031323;GO:0031324;GO:0010468;GO:0065007;GO:0051253;GO:0006355;GO:0006357;GO:0051172;GO:0008150;GO:0060255;GO:0031327;GO:0009889;GO:0009892;GO:1903506;GO:0009890;GO:1903507;GO:2000112;GO:2000113;GO:0000122;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0045892;GO:0045934;GO:1902679;GO:0048519;GO:0010556;
Q8ND25	GO:1901575;GO:0051603;GO:0044265;GO:0036211;GO:0043161;GO:0010498;GO:0044237;GO:0043632;GO:0006464;GO:0044238;GO:0008150;GO:0009056;GO:0044260;GO:0019941;GO:0044267;GO:1901565;GO:0008152;GO:0030163;GO:0006807;GO:0070647;GO:1901564;GO:0009057;GO:0006511;GO:0009987;GO:0044248;GO:0016567;GO:0032446;GO:0006508;GO:0071704;GO:0019538;GO:0043170;GO:0043412;GO:0000209;GO:0070936;
P43403	GO:0042113;GO:0010647;GO:0050852;GO:0009967;GO:0044237;GO:0042110;GO:0006464;GO:0009607;GO:1903706;GO:0006928;GO:0042102;GO:0006793;GO:0002764;GO:0044267;GO:0071674;GO:0048869;GO:0006807;GO:0032944;GO:0050865;GO:1903131;GO:0006950;GO:0044419;GO:0002694;GO:0048870;GO:0045580;GO:0050794;GO:0048583;GO:0010646;GO:1902107;GO:1902105;GO:0043170;GO:0030098;GO:0051249;GO:0032502;GO:0050896;GO:0050863;GO:0042127;GO:0032946;GO:0045597;GO:0045582;GO:0044238;GO:0002376;GO:0002521;GO:0008150;GO:0006468;GO:0001775;GO:0008152;GO:0007166;GO:0046634;GO:0045619;GO:0030217;GO:0023056;GO:0007169;GO:0022409;GO:0007159;GO:0050900;GO:0009605;GO:0046777;GO:0050778;GO:0006796;GO:0018193;GO:1902533;GO:0019538;GO:0050848;GO:0022407;GO:0016310;GO:0050867;GO:0002684;GO:0006955;GO:0098542;GO:0046637;GO:0002253;GO:0036211;GO:0035556;GO:0065007;GO:0050870;GO:0070665;GO:0045321;GO:0048522;GO:0008284;GO:0043207;GO:0040011;GO:0045087;GO:0018212;GO:0023051;GO:0051240;GO:0051251;GO:0007155;GO:0050793;GO:0050789;GO:0098609;GO:0070663;GO:1903037;GO:0009987;GO:0009966;GO:0007165;GO:0030154;GO:0048584;GO:2000026;GO:0072676;GO:0043412;GO:0030155;GO:0046635;GO:0007167;GO:0022610;GO:1902531;GO:0018108;GO:0050670;GO:0050671;GO:0002682;GO:0051239;GO:1903708;GO:0002757;GO:0042129;GO:0044260;GO:0045595;GO:0048518;GO:1903039;GO:0002429;GO:0051707;GO:0006952;GO:1901564;GO:0002696;GO:0045785;GO:0002250;GO:0002768;GO:0051094;GO:0046649;GO:0050776;GO:0071704;GO:0016477;GO:0045621;GO:0050851;
Q9C0B5	GO:0010647;GO:0009967;GO:0036211;GO:1905475;GO:0044237;GO:0065007;GO:0006464;GO:0048522;GO:0044267;GO:1903829;GO:0006807;GO:0050789;GO:0009987;GO:0009966;GO:0050794;GO:0048583;GO:0062207;GO:0010646;GO:0048584;GO:0060341;GO:0043412;GO:0043170;GO:0006497;GO:0032880;GO:1903076;GO:0044238;GO:0002682;GO:1903827;GO:0008150;GO:0044260;GO:0008152;GO:0048518;GO:1904377;GO:0032879;GO:1901564;GO:0023056;GO:1903078;GO:0043543;GO:1904375;GO:0050776;GO:0071704;GO:1905477;GO:0019538;GO:0023051;
A0A1B0GTU1	GO:0051169;GO:0051168;GO:0046907;GO:0051236;GO:0015931;GO:0006406;GO:0006405;GO:0071705;GO:0006810;GO:0009987;GO:0051234;GO:0071702;GO:0051641;GO:0050658;GO:0051028;GO:0008150;GO:0051649;GO:0050657;GO:0051179;GO:0006913;
Q8WW36	GO:0010604;GO:0080090;GO:0031326;GO:0051171;GO:0034248;GO:0031323;GO:0010468;GO:0065007;GO:0051247;GO:0009893;GO:0008150;GO:0060255;GO:0048522;GO:0009889;GO:0034250;GO:0048518;GO:0051173;GO:2000112;GO:0045727;GO:0019222;GO:0009891;GO:0010628;GO:0050789;GO:0032268;GO:0051246;GO:0010608;GO:0050794;GO:0031328;GO:0010557;GO:0031325;GO:0006417;GO:0032270;GO:0010556;
Q8N2I2	GO:0019219;GO:0010605;GO:0080090;GO:0010558;GO:0031326;GO:0051171;GO:0048523;GO:0031323;GO:0031324;GO:0010468;GO:0065007;GO:0051253;GO:0006355;GO:0006357;GO:0051172;GO:0008150;GO:0060255;GO:0031327;GO:0009889;GO:0009892;GO:1903506;GO:0009890;GO:1903507;GO:2000112;GO:2000113;GO:0000122;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0045892;GO:0045934;GO:1902679;GO:0048519;GO:0010556;
Q9H7R5	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0006357;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q86T29	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0006357;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q5T7W0	GO:0065007;GO:0065009;GO:0008150;GO:0051099;GO:0051098;GO:0044093;
Q969J2	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0006357;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q8IZ20	GO:0002684;GO:0006955;GO:0046637;GO:0098542;GO:0050852;GO:0010558;GO:0002253;GO:0031323;GO:0031324;GO:0010468;GO:0065007;GO:1901700;GO:0070887;GO:0033993;GO:0006355;GO:0009607;GO:1903706;GO:0006357;GO:0071407;GO:0060255;GO:0031327;GO:0002764;GO:0001817;GO:0009889;GO:0043207;GO:0070542;GO:0045087;GO:1903506;GO:0010033;GO:0050865;GO:0010628;GO:0050793;GO:0050789;GO:0006950;GO:0044419;GO:0002694;GO:0045580;GO:0009987;GO:0050794;GO:0001818;GO:0007165;GO:0048583;GO:0014070;GO:2000026;GO:0048584;GO:1902105;GO:0002697;GO:0019219;GO:0051249;GO:0010556;GO:0071310;GO:0010604;GO:0050851;GO:0050863;GO:0010605;GO:0080090;GO:0050896;GO:0031326;GO:0051171;GO:0048523;GO:1901701;GO:0051253;GO:0051239;GO:0002682;GO:0071396;GO:0009893;GO:0002376;GO:0051172;GO:0002757;GO:0008150;GO:0009892;GO:0045595;GO:0042221;GO:0009890;GO:0007166;GO:0048518;GO:0046634;GO:0002429;GO:1903507;GO:0051241;GO:2000112;GO:2000113;GO:0045619;GO:0019222;GO:0051707;GO:0006952;GO:0010629;GO:0000122;GO:0002250;GO:2001141;GO:0009605;GO:0050778;GO:0002768;GO:0051252;GO:0050776;GO:0051716;GO:0016032;GO:0045892;GO:0045934;GO:1902679;GO:0048519;GO:0032649;
Q03924	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q5SXM1	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q14590	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0006357;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q9Y2Q1	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q92670	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0006357;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q9NTW7	GO:0010604;GO:0080090;GO:0031326;GO:0051171;GO:0051254;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0009893;GO:0006357;GO:0008150;GO:0060255;GO:0045893;GO:1902680;GO:0048522;GO:0045935;GO:0009889;GO:1903508;GO:1903506;GO:0048518;GO:0051173;GO:2000112;GO:0019222;GO:0009891;GO:0050789;GO:0045944;GO:2001141;GO:0050794;GO:0051252;GO:0031328;GO:0010557;GO:0031325;GO:0019219;GO:0010556;
Q14587	GO:0010647;GO:0043393;GO:0009967;GO:0034612;GO:0051254;GO:0031323;GO:0051174;GO:0031324;GO:0006355;GO:0045935;GO:0009889;GO:2000145;GO:1903506;GO:0048869;GO:0031401;GO:0040017;GO:0045944;GO:0030334;GO:0051246;GO:0043065;GO:0050794;GO:0048583;GO:0010646;GO:0031328;GO:0009896;GO:0019219;GO:0010604;GO:0032502;GO:0031399;GO:0050896;GO:0010605;GO:0042127;GO:0051171;GO:0048523;GO:0045597;GO:0032092;GO:0051270;GO:0019220;GO:0051253;GO:0010942;GO:0009893;GO:0065009;GO:0008150;GO:0043066;GO:0071356;GO:1903508;GO:0001934;GO:0040012;GO:0010941;GO:1903507;GO:2000112;GO:2000113;GO:0019222;GO:0032879;GO:0023056;GO:0042176;GO:0045732;GO:0051716;GO:0051099;GO:0031325;GO:1902533;GO:0051098;GO:1902679;GO:0042327;GO:0032270;GO:0071345;GO:0010558;GO:0042325;GO:0008285;GO:0010468;GO:0065007;GO:0070887;GO:0001932;GO:0006357;GO:0060255;GO:0048522;GO:1902680;GO:0031327;GO:0008284;GO:0042981;GO:0010033;GO:1901224;GO:0009894;GO:0030335;GO:0009891;GO:0050793;GO:0050789;GO:0043069;GO:0009987;GO:0009966;GO:0051272;GO:0030154;GO:0048584;GO:0045937;GO:0071310;GO:0010556;GO:0044093;GO:1902531;GO:0080090;GO:0031326;GO:0051247;GO:0051172;GO:0043067;GO:0045893;GO:0009892;GO:0045595;GO:0042221;GO:0007346;GO:0048518;GO:0009890;GO:0043068;GO:0051173;GO:0000122;GO:0051726;GO:0034097;GO:1901222;GO:0010562;GO:2001141;GO:0032268;GO:0060548;GO:0051094;GO:0051252;GO:0010557;GO:0045892;GO:0045934;GO:2000147;GO:0048519;GO:0023051;
Q8NB50	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0006357;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q9UK13	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q8TBZ5	GO:0080090;GO:0051817;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0008150;GO:0060255;GO:0051702;GO:0044403;GO:0009889;GO:1903900;GO:1903506;GO:0048518;GO:2000112;GO:0019222;GO:0051851;GO:0050789;GO:2001141;GO:0043903;GO:0044419;GO:0048524;GO:0050794;GO:0051252;GO:0016032;GO:0035821;GO:0050792;GO:0019219;GO:0010556;
Q6ZNA1	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0006357;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q9C0D3	GO:1903052;GO:2000058;GO:1903050;GO:0010604;GO:0051603;GO:0080090;GO:0051171;GO:0031323;GO:0065007;GO:0051247;GO:0044238;GO:0009893;GO:0008150;GO:0060255;GO:0048522;GO:1903364;GO:0008152;GO:0032436;GO:0048518;GO:0051173;GO:0009894;GO:0006807;GO:0061136;GO:0019222;GO:1901800;GO:1901564;GO:0031329;GO:0050789;GO:0032268;GO:0051246;GO:0042176;GO:0045732;GO:0030162;GO:2000060;GO:0050794;GO:0006508;GO:0032434;GO:0071704;GO:0045862;GO:0009896;GO:0031325;GO:0019538;GO:0043170;GO:1903362;GO:0031331;GO:0032270;
Q9UGI0	GO:0010647;GO:0051603;GO:0022604;GO:0009967;GO:0036211;GO:0044237;GO:0006464;GO:0065007;GO:0006928;GO:0048522;GO:0016055;GO:0044267;GO:0040011;GO:0007010;GO:0070646;GO:0006807;GO:0070647;GO:0071840;GO:0050793;GO:0050789;GO:0016579;GO:0048870;GO:0009987;GO:0009966;GO:0007165;GO:0050794;GO:0048583;GO:0006508;GO:0010646;GO:0048584;GO:0043412;GO:0043170;GO:0016043;GO:0006996;GO:0030111;GO:0044238;GO:0008150;GO:0044260;GO:0030177;GO:0008152;GO:0007166;GO:0048518;GO:1905114;GO:1901564;GO:0023056;GO:0071704;GO:0019538;GO:0022603;GO:0016477;GO:0023051;
Q8N859	GO:0080090;GO:0031326;GO:0051171;GO:0031323;GO:0010468;GO:0065007;GO:0006355;GO:0008150;GO:0060255;GO:0009889;GO:1903506;GO:2000112;GO:0019222;GO:0050789;GO:2001141;GO:0050794;GO:0051252;GO:0019219;GO:0010556;
Q9BV44	GO:0046483;GO:0043414;GO:0034641;GO:0044237;GO:0044238;GO:0032259;GO:0006400;GO:0008150;GO:0044260;GO:0034470;GO:0034660;GO:0006396;GO:0008152;GO:0016070;GO:0008033;GO:0006807;GO:0006725;GO:0001510;GO:0009987;GO:0006139;GO:0009451;GO:0090304;GO:0071704;GO:1901360;GO:0006399;GO:0043412;GO:0043170;
